Actual,Predicted
174.9199981689453,178.27176
172.0,177.80008
172.1699981689453,176.5869
172.19000244140625,175.25978
175.0800018310547,174.07553
175.52999877929688,173.56929
172.19000244140625,173.49745
173.07000732421875,173.13455
169.8000030517578,172.85793
166.22999572753906,172.16327
164.50999450683594,170.8721
162.41000366210938,169.26881
161.6199951171875,167.45685
159.77999877929688,165.71548
159.69000244140625,163.99614
159.22000122070312,162.54547
170.3300018310547,161.36784
174.77999877929688,162.1692
174.61000061035156,164.36514
175.83999633789062,166.83289
172.89999389648438,169.25235
172.38999938964844,170.83266
171.66000366210938,171.73341
174.8300018310547,172.0715
176.27999877929688,172.57538
172.1199951171875,173.26424
168.63999938964844,173.28966
168.8800048828125,172.51262
172.7899932861328,171.54115
172.5500030517578,171.206
168.8800048828125,171.1442
167.3000030517578,170.66972
164.32000732421875,169.87059
160.07000732421875,168.60516
162.74000549316406,166.69887
164.85000610351562,165.21283
165.1199951171875,164.43619
163.1999969482422,164.13275
166.55999755859375,163.81004
166.22999572753906,164.05296
163.1699981689453,164.44975
159.3000030517578,164.40604
157.44000244140625,163.60977
162.9499969482422,162.33318
158.52000427246094,161.8597
154.72999572753906,161.11952
150.6199951171875,159.83487
155.08999633789062,157.90114
159.58999633789062,156.64743
160.6199951171875,156.534
163.97999572753906,157.09581
165.3800048828125,158.39445
168.82000732421875,160.03543
170.2100067138672,162.10481
174.07000732421875,164.2499
174.72000122070312,166.6823
175.60000610351562,168.9478
178.9600067138672,170.92021
177.77000427246094,172.95575
174.61000061035156,174.49762
174.30999755859375,175.10493
178.44000244140625,175.16368
175.05999755859375,175.5774
171.8300018310547,175.5384
172.13999938964844,174.83614
170.08999633789062,174.00366
165.75,172.9199
167.66000366210938,171.24571
170.39999389648438,169.87181
165.2899932861328,169.23708
165.07000732421875,168.25212
167.39999389648438,167.26797
167.22999572753906,166.78545
166.4199981689453,166.56697
161.7899932861328,166.38876
162.8800048828125,165.57031
156.8000030517578,164.78067
156.57000732421875,163.19945
163.63999938964844,161.50003
157.64999389648438,161.05519
157.9600067138672,160.30774
159.47999572753906,159.63022
166.02000427246094,159.31232
156.77000427246094,160.18262
157.27999877929688,160.04031
152.05999755859375,159.60289
154.50999450683594,158.3041
146.5,157.20085
142.55999755859375,155.1319
147.11000061035156,152.39015
145.5399932861328,150.4358
149.24000549316406,148.86731
140.82000732421875,148.27641
137.35000610351562,146.95576
137.58999633789062,145.03778
143.11000061035156,143.17953
140.36000061035156,142.43744
140.52000427246094,141.88629
143.77999877929688,141.55424
149.63999938964844,141.86191
148.83999633789062,143.2824
148.7100067138672,144.86484
151.2100067138672,146.28206
145.3800048828125,147.7894
146.13999938964844,148.22635
148.7100067138672,148.24976
147.9600067138672,148.44655
142.63999938964844,148.55986
137.1300048828125,147.82594
131.8800048828125,146.01784
132.75999450683594,143.22522
135.42999267578125,140.53465
130.05999755859375,138.66438
131.55999755859375,136.64122
135.8699951171875,135.09946
135.35000610351562,134.63998
138.27000427246094,134.66254
141.66000366210938,135.35547
141.66000366210938,136.75801
137.44000244140625,138.27686
139.22999572753906,139.00568
136.72000122070312,139.55121
138.92999267578125,139.54295
141.55999755859375,139.61627
142.9199981689453,140.08891
146.35000610351562,140.86345
147.0399932861328,142.16855
144.8699951171875,143.61255
145.86000061035156,144.58197
145.49000549316406,145.34802
148.47000122070312,145.84094
150.1699981689453,146.57733
147.07000732421875,147.54988
151.0,148.01369
153.0399932861328,148.7786
155.35000610351562,149.84668
154.08999633789062,151.23068
152.9499969482422,152.35265
151.60000610351562,153.02461
156.7899932861328,153.19104
157.35000610351562,153.88007
162.50999450683594,154.75383
161.50999450683594,156.3555
160.00999450683594,157.87042
166.1300048828125,158.90352
165.80999755859375,160.48961
165.35000610351562,161.99847
164.8699951171875,163.1793
164.9199981689453,163.96008
169.24000549316406,164.44606
168.49000549316406,165.36845
172.10000610351562,166.20416
173.19000244140625,167.42491
173.02999877929688,168.77478
174.5500030517578,169.94907
174.14999389648438,171.09605
171.52000427246094,171.98257
167.57000732421875,172.21951
167.22999572753906,171.5442
167.52999877929688,170.52562
170.02999877929688,169.54193
163.6199951171875,169.09195
161.3800048828125,167.97119
158.91000366210938,166.42703
157.22000122070312,164.56273
157.9600067138672,162.59311
155.80999755859375,160.9907
154.52999877929688,159.47095
155.9600067138672,158.04457
154.4600067138672,157.1005
157.3699951171875,156.2904
163.42999267578125,156.11565
153.83999633789062,157.15596
155.30999755859375,157.13025
152.3699951171875,156.91219
150.6999969482422,156.18282
154.47999572753906,155.09418
156.89999389648438,154.57219
153.72000122070312,154.72382
152.74000549316406,154.67552
150.42999267578125,154.4209
150.77000427246094,153.76924
151.75999450683594,153.09529
149.83999633789062,152.65369
142.47999572753906,152.09128
138.1999969482422,150.47241
142.4499969482422,148.01389
146.10000610351562,146.1773
146.39999389648438,145.41028
145.42999267578125,145.28177
140.08999633789062,145.33257
140.4199981689453,144.67805
138.97999572753906,143.87799
138.33999633789062,142.90982
142.99000549316406,141.91858
138.3800048828125,141.75555
142.41000366210938,141.29099
143.75,141.3855
143.86000061035156,141.90314
143.38999938964844,142.55502
147.27000427246094,143.1064
149.4499969482422,144.11264
152.33999633789062,145.48444
149.35000610351562,147.24474
144.8000030517578,148.46057
155.74000549316406,148.58278
153.33999633789062,149.83755
150.64999389648438,150.99512
145.02999877929688,151.55081
138.8800048828125,150.91992
138.3800048828125,148.94768
138.9199981689453,146.59831
139.5,144.48888
134.8699951171875,142.8775
146.8699951171875,141.04567
149.6999969482422,141.19202
148.27999877929688,142.59898
150.0399932861328,144.17525
148.7899932861328,145.88239
150.72000122070312,147.2061
151.2899932861328,148.45494
148.00999450683594,149.55481
150.17999267578125,149.92561
151.07000732421875,150.24437
148.11000061035156,150.60323
144.22000122070312,150.4754
141.1699981689453,149.5766
148.02999877929688,148.01837
148.30999755859375,147.41605
147.80999755859375,147.3411
146.6300048828125,147.45183
142.91000366210938,147.4646
140.94000244140625,146.88638
142.64999389648438,145.85019
142.16000366210938,145.01718
144.49000549316406,144.31541
145.47000122070312,144.12906
143.2100067138672,144.34442
136.5,144.37746
134.50999450683594,143.34079
132.3699951171875,141.70439
132.3000030517578,139.71677
135.4499969482422,137.85239
132.22999572753906,136.78032
131.86000061035156,135.74255
130.02999877929688,134.84175
126.04000091552734,133.87122
129.61000061035156,132.43396
129.92999267578125,131.53662
125.06999969482422,131.05075
126.36000061035156,130.11418
125.0199966430664,129.32182
129.6199951171875,128.5074
130.14999389648438,128.48761
130.72999572753906,128.9008
133.49000549316406,129.54619
133.41000366210938,130.6167
134.75999450683594,131.70747
135.94000244140625,132.85194
135.2100067138672,134.02232
135.27000427246094,134.91794
137.8699951171875,135.56483
141.11000061035156,136.38232
142.52999877929688,137.62308
141.86000061035156,139.07121
143.9600067138672,140.29553
145.92999267578125,141.55127
143.0,142.91531
144.2899932861328,143.67776
145.42999267578125,144.25548
150.82000732421875,144.81844
154.5,146.0855
151.72999572753906,148.0092
154.64999389648438,149.51764
151.9199981689453,151.06715
150.8699951171875,151.97455
151.00999450683594,152.30841
153.85000610351562,152.34859
153.1999969482422,152.66414
155.3300018310547,152.94034
153.7100067138672,153.48026
152.5500030517578,153.80466
148.47999572753906,153.81943
148.91000366210938,153.08673
149.39999389648438,152.20538
146.7100067138672,151.4507
147.9199981689453,150.46053
147.41000366210938,149.70609
145.30999755859375,149.08852
145.91000366210938,148.31909
151.02999877929688,147.69817
153.8300018310547,147.9993
151.60000610351562,149.07545
152.8699951171875,150.00908
150.58999633789062,150.94942
148.5,151.40498
150.47000122070312,151.2707
152.58999633789062,151.1866
152.99000549316406,151.43689
155.85000610351562,151.84955
155.0,152.70259
157.39999389648438,153.48755
159.27999877929688,154.49188
157.8300018310547,155.71394
158.92999267578125,156.62473
160.25,157.43076
158.27999877929688,158.25551
157.64999389648438,158.65816
160.77000427246094,158.72273
162.36000061035156,159.08936
164.89999389648438,159.7541
166.1699981689453,160.8285
165.6300048828125,162.1058
163.75999450683594,163.19688
164.66000366210938,163.76158
162.02999877929688,164.14613
160.8000030517578,163.98318
160.10000610351562,163.42368
165.55999755859375,162.6635
165.2100067138672,162.74509
165.22999572753906,163.10936
166.47000122070312,163.56062
167.6300048828125,164.17413
166.64999389648438,164.93826
165.02000427246094,165.50291
165.3300018310547,165.65405
163.77000427246094,165.64949
163.75999450683594,165.33351
168.41000366210938,164.92935
169.67999267578125,165.24162
169.58999633789062,165.9936
168.5399932861328,166.8168
167.4499969482422,167.39464
165.7899932861328,167.61737
173.57000732421875,167.39992
173.5,168.19447
171.77000427246094,169.26254
173.55999755859375,170.03983
173.75,170.85118
172.57000732421875,171.56836
172.07000732421875,171.95334
172.07000732421875,172.05939
172.69000244140625,172.02151
175.0500030517578,172.0133
175.16000366210938,172.369
174.1999969482422,172.83554
171.55999755859375,173.1385
171.83999633789062,172.93045
172.99000549316406,172.58157
175.42999267578125,172.38832
177.3000030517578,172.65369
177.25,173.35413
180.08999633789062,174.12947
180.9499969482422,175.25577
179.5800018310547,176.48083
179.2100067138672,177.35275
177.82000732421875,177.88571
180.57000732421875,177.97176
180.9600067138672,178.26361
183.7899932861328,178.63652
183.30999755859372,179.4149
183.9499969482422,180.16325
186.00999450683597,180.88689
184.9199981689453,181.79541
185.00999450683597,182.46605
183.9600067138672,182.949
187.0,183.10983
186.67999267578125,183.56667
185.2700042724609,184.01064
188.05999755859372,184.17056
189.25,184.61118
189.58999633789065,185.2666
193.97000122070312,185.9625
192.4600067138672,187.23454
191.3300018310547,188.30557
191.8099975585937,188.96556
190.67999267578125,189.41829
188.6100006103516,189.52707
188.0800018310547,189.1553
189.7700042724609,188.55588
190.53999328613278,188.20067
190.69000244140625,188.1102
193.9900054931641,188.17162
193.72999572753903,188.79568
195.10000610351557,189.5135
193.1300048828125,190.37979
191.94000244140625,190.86978
192.75,190.95187
193.6199951171875,190.96704
194.50000000000003,191.07048
193.2200012207031,191.32228
195.8300018310547,191.39977
196.4499969482422,191.79532
195.6100006103516,192.3436
192.5800018310547,192.74533
191.1699981689453,192.56631
181.9900054931641,191.96368
178.85000610351562,189.87721
179.8000030517578,187.04073
178.19000244140625,184.45238
177.97000122070312,182.11171
177.7899932861328,180.22177
179.4600067138672,178.80354
177.4499969482422,178.07779
176.57000732421875,177.47066
174.0,176.90382
174.49000549316406,176.0661
175.83999633789062,175.32983
177.22999572753906,174.95175
181.1199951171875,174.99654
176.3800048828125,175.80959
178.61000061035156,176.1066
180.19000244140625,176.50389
184.1199951171875,177.10474
187.6499938964844,178.2901
